,Id numeric,Id text,Sample name,Sampled date,Sampling start,Sampling end,Testname,Component name,Wnsident,Result text,Units,Result status,Dig rap,Pdf rap,Order number
    889318System.Drawing.Bitmap,889318,22-125437,NL14_20094,9/9/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889319System.Drawing.Bitmap,889319,22-125438,NL14_20094,9/6/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889319System.Drawing.Bitmap,889319,22-125438,NL14_20094,9/6/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889319System.Drawing.Bitmap,889319,22-125438,NL14_20094,9/6/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889319System.Drawing.Bitmap,889319,22-125438,NL14_20094,9/6/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889319System.Drawing.Bitmap,889319,22-125438,NL14_20094,9/6/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889319System.Drawing.Bitmap,889319,22-125438,NL14_20094,9/6/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889319System.Drawing.Bitmap,889319,22-125438,NL14_20094,9/6/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889319System.Drawing.Bitmap,889319,22-125438,NL14_20094,9/6/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889320System.Drawing.Bitmap,889320,22-125439,NL14_20094,9/2/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889320System.Drawing.Bitmap,889320,22-125439,NL14_20094,9/2/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889320System.Drawing.Bitmap,889320,22-125439,NL14_20094,9/2/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889320System.Drawing.Bitmap,889320,22-125439,NL14_20094,9/2/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889320System.Drawing.Bitmap,889320,22-125439,NL14_20094,9/2/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889320System.Drawing.Bitmap,889320,22-125439,NL14_20094,9/2/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889320System.Drawing.Bitmap,889320,22-125439,NL14_20094,9/2/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889320System.Drawing.Bitmap,889320,22-125439,NL14_20094,9/2/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889321System.Drawing.Bitmap,889321,22-125440,NL14_20094,8/30/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889321System.Drawing.Bitmap,889321,22-125440,NL14_20094,8/30/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889321System.Drawing.Bitmap,889321,22-125440,NL14_20094,8/30/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889321System.Drawing.Bitmap,889321,22-125440,NL14_20094,8/30/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889321System.Drawing.Bitmap,889321,22-125440,NL14_20094,8/30/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889321System.Drawing.Bitmap,889321,22-125440,NL14_20094,8/30/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889321System.Drawing.Bitmap,889321,22-125440,NL14_20094,8/30/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889321System.Drawing.Bitmap,889321,22-125440,NL14_20094,8/30/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889322System.Drawing.Bitmap,889322,22-125441,NL14_20094,8/26/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889322System.Drawing.Bitmap,889322,22-125441,NL14_20094,8/26/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889322System.Drawing.Bitmap,889322,22-125441,NL14_20094,8/26/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889322System.Drawing.Bitmap,889322,22-125441,NL14_20094,8/26/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889322System.Drawing.Bitmap,889322,22-125441,NL14_20094,8/26/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889322System.Drawing.Bitmap,889322,22-125441,NL14_20094,8/26/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889322System.Drawing.Bitmap,889322,22-125441,NL14_20094,8/26/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889322System.Drawing.Bitmap,889322,22-125441,NL14_20094,8/26/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889323System.Drawing.Bitmap,889323,22-125442,NL14_20094,8/23/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889323System.Drawing.Bitmap,889323,22-125442,NL14_20094,8/23/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889323System.Drawing.Bitmap,889323,22-125442,NL14_20094,8/23/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889323System.Drawing.Bitmap,889323,22-125442,NL14_20094,8/23/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889323System.Drawing.Bitmap,889323,22-125442,NL14_20094,8/23/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889323System.Drawing.Bitmap,889323,22-125442,NL14_20094,8/23/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889323System.Drawing.Bitmap,889323,22-125442,NL14_20094,8/23/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889323System.Drawing.Bitmap,889323,22-125442,NL14_20094,8/23/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889324System.Drawing.Bitmap,889324,22-125443,NL14_20094,8/19/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889324System.Drawing.Bitmap,889324,22-125443,NL14_20094,8/19/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889324System.Drawing.Bitmap,889324,22-125443,NL14_20094,8/19/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889324System.Drawing.Bitmap,889324,22-125443,NL14_20094,8/19/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889324System.Drawing.Bitmap,889324,22-125443,NL14_20094,8/19/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889324System.Drawing.Bitmap,889324,22-125443,NL14_20094,8/19/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889324System.Drawing.Bitmap,889324,22-125443,NL14_20094,8/19/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889324System.Drawing.Bitmap,889324,22-125443,NL14_20094,8/19/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889325System.Drawing.Bitmap,889325,22-125444,NL14_20094,8/16/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889325System.Drawing.Bitmap,889325,22-125444,NL14_20094,8/16/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889325System.Drawing.Bitmap,889325,22-125444,NL14_20094,8/16/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889325System.Drawing.Bitmap,889325,22-125444,NL14_20094,8/16/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889325System.Drawing.Bitmap,889325,22-125444,NL14_20094,8/16/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889325System.Drawing.Bitmap,889325,22-125444,NL14_20094,8/16/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889325System.Drawing.Bitmap,889325,22-125444,NL14_20094,8/16/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889325System.Drawing.Bitmap,889325,22-125444,NL14_20094,8/16/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889326System.Drawing.Bitmap,889326,22-125445,NL14_20094,8/12/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889326System.Drawing.Bitmap,889326,22-125445,NL14_20094,8/12/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889326System.Drawing.Bitmap,889326,22-125445,NL14_20094,8/12/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889326System.Drawing.Bitmap,889326,22-125445,NL14_20094,8/12/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889326System.Drawing.Bitmap,889326,22-125445,NL14_20094,8/12/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889326System.Drawing.Bitmap,889326,22-125445,NL14_20094,8/12/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889326System.Drawing.Bitmap,889326,22-125445,NL14_20094,8/12/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889326System.Drawing.Bitmap,889326,22-125445,NL14_20094,8/12/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889327System.Drawing.Bitmap,889327,22-125446,NL14_20094,8/9/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889327System.Drawing.Bitmap,889327,22-125446,NL14_20094,8/9/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889327System.Drawing.Bitmap,889327,22-125446,NL14_20094,8/9/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889327System.Drawing.Bitmap,889327,22-125446,NL14_20094,8/9/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889327System.Drawing.Bitmap,889327,22-125446,NL14_20094,8/9/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889327System.Drawing.Bitmap,889327,22-125446,NL14_20094,8/9/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889327System.Drawing.Bitmap,889327,22-125446,NL14_20094,8/9/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889327System.Drawing.Bitmap,889327,22-125446,NL14_20094,8/9/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889328System.Drawing.Bitmap,889328,22-125447,NL14_20094,8/5/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889328System.Drawing.Bitmap,889328,22-125447,NL14_20094,8/5/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889328System.Drawing.Bitmap,889328,22-125447,NL14_20094,8/5/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889328System.Drawing.Bitmap,889328,22-125447,NL14_20094,8/5/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889328System.Drawing.Bitmap,889328,22-125447,NL14_20094,8/5/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889328System.Drawing.Bitmap,889328,22-125447,NL14_20094,8/5/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889328System.Drawing.Bitmap,889328,22-125447,NL14_20094,8/5/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889328System.Drawing.Bitmap,889328,22-125447,NL14_20094,8/5/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889329System.Drawing.Bitmap,889329,22-125448,NL14_20094,8/2/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889329System.Drawing.Bitmap,889329,22-125448,NL14_20094,8/2/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889329System.Drawing.Bitmap,889329,22-125448,NL14_20094,8/2/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889329System.Drawing.Bitmap,889329,22-125448,NL14_20094,8/2/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889329System.Drawing.Bitmap,889329,22-125448,NL14_20094,8/2/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889329System.Drawing.Bitmap,889329,22-125448,NL14_20094,8/2/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889329System.Drawing.Bitmap,889329,22-125448,NL14_20094,8/2/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889329System.Drawing.Bitmap,889329,22-125448,NL14_20094,8/2/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889330System.Drawing.Bitmap,889330,22-125449,NL14_20094,7/29/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889330System.Drawing.Bitmap,889330,22-125449,NL14_20094,7/29/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889330System.Drawing.Bitmap,889330,22-125449,NL14_20094,7/29/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889330System.Drawing.Bitmap,889330,22-125449,NL14_20094,7/29/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889330System.Drawing.Bitmap,889330,22-125449,NL14_20094,7/29/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889330System.Drawing.Bitmap,889330,22-125449,NL14_20094,7/29/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889330System.Drawing.Bitmap,889330,22-125449,NL14_20094,7/29/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889330System.Drawing.Bitmap,889330,22-125449,NL14_20094,7/29/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889331System.Drawing.Bitmap,889331,22-125450,NL14_20094,7/26/2022 9:26,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],89.4,mg/l,Authorised,,,OMS22-906
    889331System.Drawing.Bitmap,889331,22-125450,NL14_20094,7/26/2022 9:26,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],0.3,m,Authorised,,,OMS22-906
    889331System.Drawing.Bitmap,889331,22-125450,NL14_20094,7/26/2022 9:26,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],680,uS/cm,Authorised,,,OMS22-906
    889331System.Drawing.Bitmap,889331,22-125450,NL14_20094,7/26/2022 9:26,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],22.9,oC,Authorised,,,OMS22-906
    889331System.Drawing.Bitmap,889331,22-125450,NL14_20094,7/26/2022 9:26,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,1,,Authorised,,,OMS22-906
    889331System.Drawing.Bitmap,889331,22-125450,NL14_20094,7/26/2022 9:26,,,OW Locatiebezoek in route,Locatiebezoek in route,,1,,Authorised,,,OMS22-906
    889331System.Drawing.Bitmap,889331,22-125450,NL14_20094,7/26/2022 9:26,,,OW Administratie per monster,Administratiekosten,,1,,Authorised,,,OMS22-906
    889331System.Drawing.Bitmap,889331,22-125450,NL14_20094,7/26/2022 9:26,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,1,,Authorised,,,OMS22-906
