,Id numeric,Id text,Sample name,Sampled date,Sampling start,Sampling end,Testname,Component name,Wnsident,Result text,Units,Result status,Dig rap,Pdf rap,Order number
    889285System.Drawing.Bitmap,889285,22-125404,NL14_20906,8/16/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889285System.Drawing.Bitmap,889285,22-125404,NL14_20906,8/16/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889285System.Drawing.Bitmap,889285,22-125404,NL14_20906,8/16/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889285System.Drawing.Bitmap,889285,22-125404,NL14_20906,8/16/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889285System.Drawing.Bitmap,889285,22-125404,NL14_20906,8/16/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889286System.Drawing.Bitmap,889286,22-125405,NL14_20906,8/12/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889286System.Drawing.Bitmap,889286,22-125405,NL14_20906,8/12/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889286System.Drawing.Bitmap,889286,22-125405,NL14_20906,8/12/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889286System.Drawing.Bitmap,889286,22-125405,NL14_20906,8/12/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889286System.Drawing.Bitmap,889286,22-125405,NL14_20906,8/12/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889286System.Drawing.Bitmap,889286,22-125405,NL14_20906,8/12/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889286System.Drawing.Bitmap,889286,22-125405,NL14_20906,8/12/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889286System.Drawing.Bitmap,889286,22-125405,NL14_20906,8/12/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889287System.Drawing.Bitmap,889287,22-125406,NL14_20906,8/9/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889287System.Drawing.Bitmap,889287,22-125406,NL14_20906,8/9/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889287System.Drawing.Bitmap,889287,22-125406,NL14_20906,8/9/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889287System.Drawing.Bitmap,889287,22-125406,NL14_20906,8/9/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889287System.Drawing.Bitmap,889287,22-125406,NL14_20906,8/9/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889287System.Drawing.Bitmap,889287,22-125406,NL14_20906,8/9/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889287System.Drawing.Bitmap,889287,22-125406,NL14_20906,8/9/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889287System.Drawing.Bitmap,889287,22-125406,NL14_20906,8/9/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889288System.Drawing.Bitmap,889288,22-125407,NL14_20906,8/5/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889288System.Drawing.Bitmap,889288,22-125407,NL14_20906,8/5/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889288System.Drawing.Bitmap,889288,22-125407,NL14_20906,8/5/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889288System.Drawing.Bitmap,889288,22-125407,NL14_20906,8/5/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889288System.Drawing.Bitmap,889288,22-125407,NL14_20906,8/5/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889288System.Drawing.Bitmap,889288,22-125407,NL14_20906,8/5/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889288System.Drawing.Bitmap,889288,22-125407,NL14_20906,8/5/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889288System.Drawing.Bitmap,889288,22-125407,NL14_20906,8/5/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889289System.Drawing.Bitmap,889289,22-125408,NL14_20906,8/2/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889289System.Drawing.Bitmap,889289,22-125408,NL14_20906,8/2/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889289System.Drawing.Bitmap,889289,22-125408,NL14_20906,8/2/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889289System.Drawing.Bitmap,889289,22-125408,NL14_20906,8/2/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889289System.Drawing.Bitmap,889289,22-125408,NL14_20906,8/2/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889289System.Drawing.Bitmap,889289,22-125408,NL14_20906,8/2/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889289System.Drawing.Bitmap,889289,22-125408,NL14_20906,8/2/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889289System.Drawing.Bitmap,889289,22-125408,NL14_20906,8/2/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889290System.Drawing.Bitmap,889290,22-125409,NL14_20906,7/29/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889290System.Drawing.Bitmap,889290,22-125409,NL14_20906,7/29/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889290System.Drawing.Bitmap,889290,22-125409,NL14_20906,7/29/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889290System.Drawing.Bitmap,889290,22-125409,NL14_20906,7/29/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889290System.Drawing.Bitmap,889290,22-125409,NL14_20906,7/29/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889290System.Drawing.Bitmap,889290,22-125409,NL14_20906,7/29/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889290System.Drawing.Bitmap,889290,22-125409,NL14_20906,7/29/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889290System.Drawing.Bitmap,889290,22-125409,NL14_20906,7/29/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889291System.Drawing.Bitmap,889291,22-125410,NL14_20906,7/26/2022 15:39,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],88.6,mg/l,Authorised,110081_Monitoring_202207271951.csv,R2207270098,OMS22-906
    889291System.Drawing.Bitmap,889291,22-125410,NL14_20906,7/26/2022 15:39,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],0.3,m,Authorised,110081_Monitoring_202207271951.csv,R2207270098,OMS22-906
    889291System.Drawing.Bitmap,889291,22-125410,NL14_20906,7/26/2022 15:39,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],680,uS/cm,Authorised,110081_Monitoring_202207271951.csv,R2207270098,OMS22-906
    889291System.Drawing.Bitmap,889291,22-125410,NL14_20906,7/26/2022 15:39,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],23.1,oC,Authorised,110081_Monitoring_202207271951.csv,R2207270098,OMS22-906
    889291System.Drawing.Bitmap,889291,22-125410,NL14_20906,7/26/2022 15:39,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,1,,Authorised,110081_Monitoring_202207271951.csv,R2207270098,OMS22-906
    889291System.Drawing.Bitmap,889291,22-125410,NL14_20906,7/26/2022 15:39,,,OW Locatiebezoek in route,Locatiebezoek in route,,1,,Authorised,110081_Monitoring_202207271951.csv,R2207270098,OMS22-906
    889291System.Drawing.Bitmap,889291,22-125410,NL14_20906,7/26/2022 15:39,,,OW Administratie per monster,Administratiekosten,,1,,Authorised,110081_Monitoring_202207271951.csv,R2207270098,OMS22-906
    889291System.Drawing.Bitmap,889291,22-125410,NL14_20906,7/26/2022 15:39,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,1,,Authorised,110081_Monitoring_202207271951.csv,R2207270098,OMS22-906
    889292System.Drawing.Bitmap,889292,22-125411,NL14_20112,9/30/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889292System.Drawing.Bitmap,889292,22-125411,NL14_20112,9/30/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889292System.Drawing.Bitmap,889292,22-125411,NL14_20112,9/30/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889292System.Drawing.Bitmap,889292,22-125411,NL14_20112,9/30/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889292System.Drawing.Bitmap,889292,22-125411,NL14_20112,9/30/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889292System.Drawing.Bitmap,889292,22-125411,NL14_20112,9/30/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889292System.Drawing.Bitmap,889292,22-125411,NL14_20112,9/30/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889292System.Drawing.Bitmap,889292,22-125411,NL14_20112,9/30/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889293System.Drawing.Bitmap,889293,22-125412,NL14_20112,9/27/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889293System.Drawing.Bitmap,889293,22-125412,NL14_20112,9/27/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889293System.Drawing.Bitmap,889293,22-125412,NL14_20112,9/27/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889293System.Drawing.Bitmap,889293,22-125412,NL14_20112,9/27/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889293System.Drawing.Bitmap,889293,22-125412,NL14_20112,9/27/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889293System.Drawing.Bitmap,889293,22-125412,NL14_20112,9/27/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889293System.Drawing.Bitmap,889293,22-125412,NL14_20112,9/27/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889293System.Drawing.Bitmap,889293,22-125412,NL14_20112,9/27/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889294System.Drawing.Bitmap,889294,22-125413,NL14_20112,9/23/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889294System.Drawing.Bitmap,889294,22-125413,NL14_20112,9/23/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889294System.Drawing.Bitmap,889294,22-125413,NL14_20112,9/23/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889294System.Drawing.Bitmap,889294,22-125413,NL14_20112,9/23/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889294System.Drawing.Bitmap,889294,22-125413,NL14_20112,9/23/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889294System.Drawing.Bitmap,889294,22-125413,NL14_20112,9/23/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889294System.Drawing.Bitmap,889294,22-125413,NL14_20112,9/23/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889294System.Drawing.Bitmap,889294,22-125413,NL14_20112,9/23/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889295System.Drawing.Bitmap,889295,22-125414,NL14_20112,9/20/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889295System.Drawing.Bitmap,889295,22-125414,NL14_20112,9/20/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889295System.Drawing.Bitmap,889295,22-125414,NL14_20112,9/20/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889295System.Drawing.Bitmap,889295,22-125414,NL14_20112,9/20/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889295System.Drawing.Bitmap,889295,22-125414,NL14_20112,9/20/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889295System.Drawing.Bitmap,889295,22-125414,NL14_20112,9/20/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889295System.Drawing.Bitmap,889295,22-125414,NL14_20112,9/20/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889295System.Drawing.Bitmap,889295,22-125414,NL14_20112,9/20/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889296System.Drawing.Bitmap,889296,22-125415,NL14_20112,9/16/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889296System.Drawing.Bitmap,889296,22-125415,NL14_20112,9/16/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889296System.Drawing.Bitmap,889296,22-125415,NL14_20112,9/16/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889296System.Drawing.Bitmap,889296,22-125415,NL14_20112,9/16/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889296System.Drawing.Bitmap,889296,22-125415,NL14_20112,9/16/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889296System.Drawing.Bitmap,889296,22-125415,NL14_20112,9/16/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889296System.Drawing.Bitmap,889296,22-125415,NL14_20112,9/16/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889296System.Drawing.Bitmap,889296,22-125415,NL14_20112,9/16/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889297System.Drawing.Bitmap,889297,22-125416,NL14_20112,9/13/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889297System.Drawing.Bitmap,889297,22-125416,NL14_20112,9/13/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889297System.Drawing.Bitmap,889297,22-125416,NL14_20112,9/13/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889297System.Drawing.Bitmap,889297,22-125416,NL14_20112,9/13/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889297System.Drawing.Bitmap,889297,22-125416,NL14_20112,9/13/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889297System.Drawing.Bitmap,889297,22-125416,NL14_20112,9/13/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889297System.Drawing.Bitmap,889297,22-125416,NL14_20112,9/13/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889297System.Drawing.Bitmap,889297,22-125416,NL14_20112,9/13/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889298System.Drawing.Bitmap,889298,22-125417,NL14_20112,9/9/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889298System.Drawing.Bitmap,889298,22-125417,NL14_20112,9/9/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889298System.Drawing.Bitmap,889298,22-125417,NL14_20112,9/9/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889298System.Drawing.Bitmap,889298,22-125417,NL14_20112,9/9/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889298System.Drawing.Bitmap,889298,22-125417,NL14_20112,9/9/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889298System.Drawing.Bitmap,889298,22-125417,NL14_20112,9/9/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889298System.Drawing.Bitmap,889298,22-125417,NL14_20112,9/9/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889298System.Drawing.Bitmap,889298,22-125417,NL14_20112,9/9/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889299System.Drawing.Bitmap,889299,22-125418,NL14_20112,9/6/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889299System.Drawing.Bitmap,889299,22-125418,NL14_20112,9/6/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889299System.Drawing.Bitmap,889299,22-125418,NL14_20112,9/6/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889299System.Drawing.Bitmap,889299,22-125418,NL14_20112,9/6/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889299System.Drawing.Bitmap,889299,22-125418,NL14_20112,9/6/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889299System.Drawing.Bitmap,889299,22-125418,NL14_20112,9/6/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889299System.Drawing.Bitmap,889299,22-125418,NL14_20112,9/6/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889299System.Drawing.Bitmap,889299,22-125418,NL14_20112,9/6/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889300System.Drawing.Bitmap,889300,22-125419,NL14_20112,9/2/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889300System.Drawing.Bitmap,889300,22-125419,NL14_20112,9/2/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889300System.Drawing.Bitmap,889300,22-125419,NL14_20112,9/2/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889300System.Drawing.Bitmap,889300,22-125419,NL14_20112,9/2/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889300System.Drawing.Bitmap,889300,22-125419,NL14_20112,9/2/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889300System.Drawing.Bitmap,889300,22-125419,NL14_20112,9/2/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889300System.Drawing.Bitmap,889300,22-125419,NL14_20112,9/2/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889300System.Drawing.Bitmap,889300,22-125419,NL14_20112,9/2/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
    889301System.Drawing.Bitmap,889301,22-125420,NL14_20112,8/30/2022 0:00,,,OW Nutriënten,Cl nf,[] [CONCTTE] [Cl] [mg/l] [nf] [OW],,mg/l,Unavailable,,,OMS22-906
    889301System.Drawing.Bitmap,889301,22-125420,NL14_20112,8/30/2022 0:00,,,OW Bemonsteringsdiepte,Bemonsteringsdiepte,[] [MONSDTE] [] [m] [NVT] [OW],,m,Unavailable,,,OMS22-906
    889301System.Drawing.Bitmap,889301,22-125420,NL14_20112,8/30/2022 0:00,,,OW EGV en temperatuur,Geleidendheid,[] [GELDHD] [] [uS/cm] [25oC] [OW],,uS/cm,Unavailable,,,OMS22-906
    889301System.Drawing.Bitmap,889301,22-125420,NL14_20112,8/30/2022 0:00,,,OW EGV en temperatuur,Temperatuur EGV,[] [T] [] [oC] [NVT] [OW],,oC,Unavailable,,,OMS22-906
    889301System.Drawing.Bitmap,889301,22-125420,NL14_20112,8/30/2022 0:00,,,OW Steekbemonstering tbv fysisch-chemisch onderzoek,Steekbemonstering tbv fysisch-chemisch onderzoek,,,,Unavailable,,,OMS22-906
    889301System.Drawing.Bitmap,889301,22-125420,NL14_20112,8/30/2022 0:00,,,OW Locatiebezoek in route,Locatiebezoek in route,,,,Unavailable,,,OMS22-906
    889301System.Drawing.Bitmap,889301,22-125420,NL14_20112,8/30/2022 0:00,,,OW Administratie per monster,Administratiekosten,,,,Unavailable,,,OMS22-906
    889301System.Drawing.Bitmap,889301,22-125420,NL14_20112,8/30/2022 0:00,,,"OW Filtratie 0.45 µm, Klein","Filtratie 0.45 µm, klein filter",,,,Unavailable,,,OMS22-906
